query_id	country	action	comedy	drama
qid:13703	IT	0.3	0.1	0.6
qid:8534	US	0.4	0.3	0.3
qid:1763	US	0.2	0.6	0.2
qid:2402	US	0.7	0.2	0.1
qid:10610	US	0.5	0.3	0.2
qid:7493	US	0.4	0.4	0.2
qid:4329	US	0.6	0.3	0.1
qid:10689	US	0.8	0.1	0.1
qid:5744	US	0.2	0.5	0.3
qid:7030	US	0.7	0.2	0.1
qid:16115	DE	0.2	0.3	0.5
qid:780	US	0.4	0.2	0.4
qid:14481	US	0.6	0.1	0.3
qid:7845	US	0.4	0.3	0.3
qid:350	US	0.7	0.1	0.2
qid:7606	US	0.5	0.3	0.2
qid:7162	US	0.3	0.5	0.2
qid:10070	US	0.6	0.1	0.3
qid:4208	US	0.7	0.2	0.1
qid:2392	US	0.2	0.6	0.2
qid:9731	US	0.5	0.2	0.3
qid:13664	AU	0.8	0.1	0.1
qid:7377	US	0.4	0.1	0.5
qid:4380	US	0.3	0.2	0.5
qid:8971	US	0.6	0.1	0.3
qid:5903	US	0.3	0.5	0.2
qid:15833	US	0.2	0.3	0.5
qid:403	JP	0.3	0.4	0.3
qid:7340	JP	0.5	0.3	0.2
qid:7884	US	0.6	0.2	0.2
qid:9814	US	0.2	0.5	0.3
qid:4189	IN	0.5	0.2	0.3
qid:1902	CA	0.8	0.1	0.1
qid:1783	US	0.4	0.3	0.3
qid:6573	US	0.3	0.3	0.4
qid:4245	IN	0.3	0.2	0.5
qid:13955	US	0.8	0.1	0.1
qid:7584	US	0.4	0.3	0.3
qid:2592	US	0.1	0.6	0.3
qid:12355	UK	0.5	0.1	0.4
qid:4078	IT	0.3	0.2	0.5
qid:10580	US	0.7	0.1	0.2
qid:16117	US	0.2	0.4	0.4
qid:8452	US	0.6	0.2	0.2
qid:14201	US	0.8	0.1	0.1
qid:7345	IN	0.3	0.6	0.1
qid:6945	US	0.4	0.3	0.3
qid:9696	US	0.2	0.4	0.4
qid:9004	US	0.5	0.2	0.3
qid:2386	US	0.5	0.3	0.2
qid:6540	JP	0.6	0.1	0.3
qid:15704	US	0.7	0.2	0.1
qid:15378	US	0.3	0.2	0.5
qid:1927	US	0.1	0.6	0.3
qid:10429	US	0.2	0.7	0.1
qid:7911	US	0.1	0.8	0.1
qid:4113	US	0.2	0.6	0.2
qid:8107	US	0.3	0.4	0.3
qid:1919	US	0.7	0.2	0.1
qid:9694	US	0.6	0.1	0.3
qid:5790	US	0.2	0.6	0.2
qid:12370	US	0.4	0.2	0.4
qid:4089	US	0.3	0.3	0.4
qid:7613	US	0.1	0.6	0.3
qid:91	SE	0.7	0.1	0.2
qid:7102	US	0.4	0.4	0.2
qid:9966	US	0.6	0.2	0.2
qid:1776	US	0.1	0.6	0.3
qid:13922	US	0.8	0.1	0.1
qid:10700	US	0.3	0.4	0.3
qid:2941	US	0.6	0.2	0.2
qid:2494	US	0.4	0.3	0.3
qid:7900	US	0.5	0.3	0.2
qid:4268	US	0.2	0.6	0.2
qid:201	US	0.7	0.2	0.1
qid:10492	US	0.1	0.7	0.2
qid:740	US	0.6	0.1	0.3
qid:1852	US	0.4	0.3	0.3
qid:8967	US	0.7	0.2	0.1
qid:12383	US	0.5	0.3	0.2
qid:2498	US	0.3	0.4	0.3
qid:7341	US	0.2	0.5	0.3
qid:14476	JP	0.7	0.1	0.2
qid:15540	US	0.3	0.3	0.4
qid:10584	US	0.6	0.1	0.3
qid:4474	US	0.5	0.2	0.3
qid:6188	US	0.6	0.3	0.1
qid:9875	IN	0.8	0.1	0.1
qid:14343	CA	0.7	0.2	0.1
qid:7110	UK	0.4	0.3	0.3
qid:335	JP	0.9	0.05	0.05
qid:12683	FR	0.3	0.2	0.5
qid:4397	BR	0.7	0.2	0.1
qid:7306	RU	0.6	0.3	0.1
qid:3510	DE	0.4	0.5	0.1
qid:7610	AU	0.5	0.4	0.1
qid:8078	US	0.2	0.7	0.1
qid:10710	JP	0.8	0.1	0.1
qid:4222	UK	0.3	0.2	0.5
qid:9613	MX	0.6	0.2	0.2
qid:9852	AU	0.4	0.4	0.2
qid:4343	US	0.8	0.1	0.1
qid:8226	CA	0.2	0.6	0.2
qid:8939	US	0.5	0.3	0.2
qid:10576	US	0.7	0.2	0.1
qid:13740	IN	0.6	0.3	0.1
qid:1983	US	0.3	0.5	0.2
qid:12305	PH	0.4	0.3	0.3
qid:7504	US	0.2	0.7	0.1
qid:14483	CA	0.7	0.2	0.1
qid:13915	JP	0.3	0.1	0.6
qid:8520	US	0.6	0.2	0.2
qid:6581	AU	0.3	0.3	0.4
qid:8245	US	0.1	0.6	0.3
qid:15363	US	0.8	0.1	0.1
qid:4332	UK	0.3	0.4	0.3
qid:3504	US	0.7	0.2	0.1
qid:10495	US	0.6	0.3	0.1
qid:2513	JP	0.8	0.1	0.1
qid:9017	US	0.4	0.5	0.1
qid:10704	US	0.3	0.6	0.1
qid:5728	CA	0.7	0.2	0.1
qid:9568	US	0.7	0.2	0.1
qid:7421	US	0.2	0.7	0.1
qid:2942	US	0.6	0.3	0.1
qid:7579	US	0.4	0.4	0.2
qid:7834	BR	0.7	0.2	0.1
qid:8267	US	0.2	0.7	0.1
qid:7100	US	0.3	0.6	0.1
qid:4437	US	0.4	0.4	0.2
qid:9511	US	0.5	0.4	0.1
qid:15716	IN	0.8	0.1	0.1
qid:1917	US	0.7	0.2	0.1
qid:14438	US	0.4	0.5	0.1
qid:7349	IN	0.5	0.4	0.1
qid:1775	US	0.6	0.2	0.2
qid:238	IN	0.8	0.1	0.1
qid:8944	US	0.6	0.2	0.2
qid:3493	IT	0.2	0.6	0.2
qid:8494	US	0.4	0.3	0.3
qid:5812	US	0.7	0.1	0.2
qid:12391	US	0.6	0.1	0.3
qid:10588	US	0.8	0.1	0.1
qid:9956	US	0.6	0.2	0.2
qid:9591	US	0.3	0.5	0.2
qid:7611	US	0.9	0.05	0.05
qid:7149	US	0.5	0.3	0.2
qid:7874	US	0.4	0.3	0.3
qid:8241	US	0.2	0.6	0.2
qid:7307	US	0.7	0.1	0.2
qid:203	US	0.2	0.3	0.5
qid:8912	US	0.3	0.4	0.3
qid:1847	US	0.8	0.1	0.1
qid:8081	US	0.7	0.2	0.1
qid:4169	US	0.9	0.05	0.05
qid:13699	US	0.4	0.2	0.4
qid:8285	US	0.3	0.5	0.2
qid:14137	US	0.2	0.4	0.4
qid:4298	US	0.1	0.6	0.3
qid:303	US	0.6	0.2	0.2
qid:2929	US	0.8	0.1	0.1
qid:12392	US	0.7	0.2	0.1
qid:1758	US	0.2	0.3	0.5
qid:6123	US	0.1	0.6	0.3
qid:7161	US	0.4	0.4	0.2
qid:14407	US	0.2	0.3	0.5
qid:6973	US	0.6	0.3	0.1
qid:9947	US	0.8	0.1	0.1
qid:13713	US	0.7	0.2	0.1
qid:8228	US	0.8	0.1	0.1
qid:8089	US	0.2	0.6	0.2
qid:15758	US	0.7	0.2	0.1
qid:256	US	0.6	0.3	0.1
qid:10599	US	0.3	0.2	0.5
qid:5801	CN	0.7	0.2	0.1
qid:34	US	0.8	0.1	0.1
qid:7887	SE	0.7	0.1	0.2
qid:1788	US	0.2	0.5	0.3
qid:8473	US	0.8	0.1	0.1
qid:15463	US	0.3	0.5	0.2
qid:4304	US	0.4	0.4	0.2
qid:2011	US	0.8	0.1	0.1
qid:8557	US	0.6	0.2	0.2
qid:6236	RU	0.9	0.05	0.05
qid:4158	US	0.7	0.1	0.2
qid:10417	BE	0.6	0.3	0.1
qid:12294	JP	0.6	0.2	0.2
qid:7597	US	0.4	0.3	0.3
qid:2939	US	0.9	0.05	0.05
qid:729	US	0.8	0.1	0.1
qid:8292	US	0.3	0.3	0.4
qid:8957	US	0.6	0.2	0.2
qid:10646	US	0.9	0.05	0.05
qid:9857	IN	0.7	0.1	0.2
qid:1831	IN	0.3	0.1	0.6
qid:1784	IN	0.2	0.1	0.7
qid:9510	US	0.8	0.1	0.1
qid:8090	US	0.1	0.9	0
qid:4953	GB	0.5	0.1	0.4
qid:8262	US	0.4	0.2	0.4
qid:9762	US	0.7	0.1	0.2
qid:715	US	0.3	0.1	0.6
qid:15491	US	0.1	0.1	0.8
qid:11522	US	0.4	0.2	0.4
qid:10515	US	0.7	0.1	0.2
qid:4352	US	0.4	0.3	0.3
qid:13754	IN	0.2	0.1	0.7
qid:7617	US	0.6	0.2	0.2
qid:69	RU	0.2	0.1	0.7
qid:6118	US	0.3	0.4	0.3
qid:1948	US	0.1	0.5	0.4
qid:7858	HK	0.9	0.05	0.05
qid:4134	US	0.7	0.1	0.2
qid:14557	US	0.3	0.1	0.6
qid:12281	US	0.6	0.2	0.2
qid:3515	US	0.8	0.05	0.15
qid:8926	US	0.7	0.1	0.2
qid:8552	US	0.5	0.3	0.2
qid:11511	US	0.6	0.2	0.2
qid:15763	US	0.6	0.1	0.3
qid:8489	US	0.2	0.5	0.3
qid:1777	US	0.7	0.1	0.2
qid:282	US	0.8	0.1	0.1
qid:7118	US	0.2	0.4	0.4
qid:8263	US	0.2	0.7	0.1
qid:8084	US	0.9	0.05	0.05
qid:4935	US	0.6	0.3	0.1
qid:8914	US	0.8	0.05	0.15
qid:1959	US	0.2	0.1	0.7
qid:6331	US	0.4	0.3	0.3
qid:1785	US	0.3	0.2	0.5
qid:4867	US	0.6	0.2	0.2
qid:10628	US	0.4	0.3	0.3
qid:4457	US	0.3	0.4	0.3
qid:14579	IN	0.1	0.1	0.8
qid:10066	US	0.7	0.2	0.1
qid:11573	US	0.9	0.1	0
qid:12823	US	0.3	0.5	0.2
qid:7824	UK	0.7	0.2	0.1
qid:248	IN	0.3	0.2	0.5
qid:10716	JP	0.8	0.1	0.1
qid:1850	US	0.3	0.2	0.5
qid:15416	JP	0.7	0.1	0.2
qid:4178	US	0.6	0.3	0.1
qid:6083	US	0.2	0.6	0.2
qid:6477	US	0.4	0.3	0.3
qid:8229	US	0.4	0.2	0.4
qid:15686	US	0.1	0.7	0.2
qid:1772	US	0.8	0.1	0.1
qid:12727	TR	0.3	0.1	0.6
qid:8984	UK	0.3	0.2	0.5
qid:4275	US	0.6	0.2	0.2
qid:4898	US	0.9	0.1	0
qid:47	US	0.9	0.1	0
qid:9868	US	0.6	0.3	0.1
qid:3527	US	0.8	0.1	0.1
qid:309	US	0.4	0.4	0.2
qid:2930	US	0.2	0.4	0.4
qid:7831	UK	0.6	0.3	0.1
qid:1863	US	0.2	0.1	0.7
qid:13834	US	0.8	0.2	0
qid:12398	US	0.9	0.1	0
qid:4083	US	0.7	0.2	0.1
qid:6476	US	0.3	0.6	0.1
qid:14101	US	0.9	0.1	0
qid:10034	US	0.2	0.6	0.2
qid:10467	US	0.1	0.2	0.7
qid:2387	US	0.1	0.6	0.3
qid:4149	US	0.3	0.1	0.6
qid:1479	US	0.2	0.5	0.3
qid:1764	US	0.8	0.2	0
qid:13839	US	0.9	0.1	0
qid:1897	US	0.7	0.2	0.1
qid:11519	US	0.9	0.1	0
qid:4228	US	0.6	0.2	0.2
qid:10609	US	0.8	0.2	0
qid:5016	US	0.7	0.2	0.1
qid:14462	US	0.5	0.3	0.2
qid:6595	US	0.8	0.1	0.1
qid:9919	US	0.4	0.5	0.1
qid:14573	US	0.4	0.2	0.4
qid:2457	US	0.1	0.4	0.5
qid:4106	US	0.7	0.3	0
qid:13911	US	0.5	0.4	0.1
qid:774	US	0.3	0.1	0.6
qid:6080	US	0.4	0.4	0.2
qid:15715	US	0.4	0.3	0.3
qid:15372	US	0.6	0.2	0.2
qid:10564	US	0.3	0.4	0.3
qid:4936	US	0.6	0.2	0.2
qid:8499	US	0.7	0.2	0.1
qid:1478	US	0.4	0.3	0.3
qid:1995	US	0.3	0.4	0.3
qid:2483	US	0.6	0.2	0.2
qid:7591	US	0.2	0.6	0.2
qid:6536	US	0.7	0.2	0.1
qid:42	US	0.3	0.3	0.4
qid:6215	US	0.5	0.3	0.2
qid:3478	US	0.5	0.3	0.2
qid:12361	US	0.4	0.3	0.3
qid:10575	US	0.7	0.2	0.1
qid:9853	US	0.6	0.3	0.1
qid:11518	US	0.2	0.3	0.5
qid:4954	US	0.4	0.2	0.4
qid:4290	US	0.3	0.4	0.3
qid:4237	US	0.5	0.2	0.3
qid:8527	US	0.6	0.2	0.2
qid:7846	US	0.7	0.1	0.2
qid:4369	US	0.3	0.3	0.4
qid:15805	US	0.7	0.1	0.2
qid:13873	US	0.3	0.2	0.5
qid:8272	US	0.4	0.2	0.4
qid:15740	US	0.6	0.3	0.1
qid:9643	US	0.2	0.3	0.5
qid:6076	US	0.3	0.4	0.3
qid:9837	US	0.2	0.2	0.6
qid:7612	US	0.5	0.3	0.2
qid:10679	US	0.3	0.4	0.3
qid:2399	US	0.3	0.4	0.3
qid:14400	US	0.2	0.5	0.3
qid:277	US	0.7	0.1	0.2
qid:8485	US	0.2	0.6	0.2
qid:6989	US	0.3	0.4	0.3
qid:11512	US	0.4	0.2	0.4
qid:4990	US	0.6	0.3	0.1
qid:1836	US	0.4	0.3	0.3
qid:6383	US	0.5	0.3	0.2
qid:10631	US	0.3	0.5	0.2
qid:12626	US	0.7	0.2	0.1
qid:2926	US	0.4	0.3	0.3
qid:8231	US	0.3	0.4	0.3
qid:13897	US	0.4	0.2	0.4
qid:9854	US	0.6	0.3	0.1
qid:1472	US	0.5	0.3	0.2
qid:14416	US	0.7	0.1	0.2
qid:2417	US	0.4	0.4	0.2
qid:4163	AR	0.2	0.3	0.5
qid:4337	US	0.6	0.2	0.2
qid:12822	US	0.4	0.3	0.3
qid:8548	GB	0.7	0.1	0.2
qid:2005	KR	0.8	0.1	0.1
qid:6180	US	0.6	0.3	0.1
qid:716	US	0.7	0.2	0.1
qid:9926	US	0.3	0.4	0.3
qid:2659	US	0.7	0.2	0.1
qid:5042	US	0.8	0.1	0.1
qid:15544	US	0.5	0.3	0.2
qid:15730	US	0.6	0.3	0.1
qid:6958	US	0.3	0.5	0.2
qid:10683	US	0.4	0.3	0.3
qid:6082	US	0.7	0.2	0.1
qid:7589	US	0.3	0.4	0.3
qid:10622	US	0.3	0.3	0.4
qid:11510	US	0.2	0.4	0.4
qid:9575	US	0.7	0.1	0.2
qid:4336	US	0.6	0.2	0.2
qid:48	US	0.4	0.3	0.3
qid:9781	US	0.4	0.3	0.3
qid:8305	US	0.8	0.1	0.1
qid:719	US	0.6	0.2	0.2
qid:8524	US	0.5	0.2	0.3
qid:1866	US	0.3	0.4	0.3
qid:8960	CN	0.8	0.1	0.1
qid:5037	US	0.8	0.1	0.1
qid:8110	US	0.3	0.4	0.3
qid:8517	US	0.4	0.3	0.3
qid:3479	US	0.7	0.2	0.1
qid:2542	US	0.4	0.4	0.2
qid:12844	US	0.5	0.2	0.3
qid:4206	US	0.7	0.1	0.2
qid:334	US	0.8	0.1	0.1
qid:9757	US	0.3	0.4	0.3
qid:2836	US	0.5	0.3	0.2
qid:1476	US	0.6	0.2	0.2
qid:8550	US	0.6	0.3	0.1
qid:7893	US	0.7	0.2	0.1
qid:11562	US	0.4	0.4	0.2
qid:11520	US	0.7	0.1	0.2
qid:1779	US	0.6	0.2	0.2
qid:6976	US	0.5	0.3	0.2
qid:8247	US	0.6	0.2	0.2
qid:15510	US	0.3	0.4	0.3
qid:10579	US	0.3	0.3	0.4
qid:10021	US	0.5	0.3	0.2
qid:14310	US	0.7	0.1	0.2
qid:4263	US	0.8	0.1	0.1
qid:11540	US	0.8	0.1	0.1
qid:9711	US	0.2	0.6	0.2
qid:6085	UK	0.4	0.1	0.5
qid:2594	CA	0.7	0.1	0.2
qid:4112	DE	0.3	0.4	0.3
qid:15806	UK	0.6	0.2	0.2
qid:8297	US	0.8	0.2	0.0
qid:11529	US	0.7	0.1	0.2
qid:15687	US	0.6	0.3	0.1
qid:8910	US	0.8	0.2	0.0
qid:2799	US	0.9	0.1	0.0
qid:7602	US	0.3	0.4	0.3
qid:736	US	0.2	0.1	0.7
qid:9930	US	0.8	0.1	0.1
qid:380	US	0.2	0.3	0.5
qid:12349	US	0.4	0.2	0.4
qid:11538	US	0.9	0.0	0.1
qid:1842	IT	0.3	0.2	0.5
qid:7843	US	0.9	0.1	0.0
qid:4135	US	0.5	0.2	0.3
qid:6366	US	0.7	0.1	0.2
qid:6155	US	0.8	0.1	0.1
qid:8486	US	0.3	0.1	0.6
qid:5034	US	0.4	0.3	0.3
qid:4221	US	0.8	0.1	0.1
qid:4427	IT	0.2	0.5	0.3
qid:10449	US	0.9	0.0	0.1
qid:8250	US	0.7	0.2	0.1
qid:197	US	0.1	0.4	0.5
qid:9754	JP	0.9	0.1	0.0
qid:2517	US	0.7	0.2	0.1
qid:1786	US	0.5	0.2	0.3
qid:10633	US	0.2	0.1	0.7
qid:8988	US	0.9	0.0	0.1
qid:13726	US	0.7	0.1	0.2
qid:10696	US	0.3	0.4	0.3
qid:8533	US	0.8	0.1	0.1
qid:4068	IN	0.6	0.3	0.1
qid:10645	IN	0.5	0.2	0.3
qid:2864	US	0.4	0.2	0.4
qid:6081	US	0.6	0.2	0.2
qid:9647	US	0.7	0.1	0.2
qid:1953	US	0.8	0.0	0.2
qid:4478	US	0.7	0.3	0.0
qid:6376	US	0.3	0.6	0.1
qid:8109	US	0.2	0.5	0.3
qid:7620	US	0.3	0.3	0.4
qid:11524	US	0.5	0.2	0.3
qid:2553	US	0.8	0.1	0.1
qid:22	US	0.7	0.2	0.1
qid:8460	US	0.8	0.1	0.1
qid:15702	US	0.9	0.1	0.0
qid:10606	US	0.7	0.1	0.2
qid:4107	EG	0.2	0.1	0.7
qid:9927	US	0.6	0.3	0.1
qid:4887	US	0.5	0.4	0.1
qid:4200	US	0.7	0.1	0.2
qid:12856	US	0.3	0.1	0.6
qid:9003	US	0.4	0.2	0.4
qid:374	US	0.4	0.2	0.4
qid:4462	US	0.6	0.3	0.1
qid:9974	US	0.3	0.2	0.5
qid:7904	US	0.8	0.1	0.1
qid:8112	US	0.2	0.4	0.4
qid:1471	IN	0.8	0.1	0.1
qid:6491	US	0.2	0.6	0.2
qid:7014	US	0.6	0.3	0.1
qid:10464	US	0.7	0.2	0.1
qid:15817	IN	0.1	0.1	0.8
qid:6079	US	0.7	0.2	0.1
qid:6230	US	0.5	0.1	0.4
qid:11516	US	0.3	0.1	0.6
qid:8555	US	0.3	0.2	0.5
qid:15419	US	0.8	0.1	0.1
qid:388	US	0.8	0.1	0.1
qid:4243	US	0.7	0.3	0.0
qid:10558	US	0.6	0.3	0.1
qid:8072	US	0.4	0.3	0.3
qid:2471	US	0.4	0.2	0.4
qid:8544	US	0.2	0.3	0.5
qid:4229	US	0.7	0.2	0.1
qid:10695	US	0.9	0.1	0.0
qid:8449	US	0.8	0.2	0.0
qid:9609	US	0.6	0.2	0.2
qid:10437	US	0.7	0.2	0.1
qid:2843	IN	0.4	0.1	0.5
qid:731	US	0.4	0.3	0.3
qid:12282	US	0.4	0.3	0.3
qid:10013	IN	0.2	0.1	0.7
qid:6108	US	0.8	0.1	0.1
qid:11547	US	0.9	0.0	0.1
qid:4453	US	0.3	0.2	0.5
qid:19	US	0.1	0.2	0.7
qid:2584	US	0.7	0.2	0.1
qid:7582	US	0.2	0.1	0.7
qid:4302	US	0.6	0.3	0.1
qid:6980	US	0.8	0.1	0.1
qid:6086	US	0.7	0.2	0.1
qid:8921	US	0.8	0.1	0.1
qid:7793	IN	0.7	0.1	0.2
qid:4975	US	0.8	0.1	0.1
qid:11523	US	0.7	0.2	0.1
qid:2928	US	0.3	0.2	0.5
qid:9835	CA	0.6	0.2	0.2
qid:6445	US	0.7	0.1	0.2
qid:3534	US	0.9	0.05	0.05
qid:15707	US	0.4	0.3	0.3
qid:2420	US	0.6	0.1	0.3
qid:8999	US	0.6	0.1	0.3
qid:227	US	0.2	0.4	0.4
qid:15482	US	0.7	0.2	0.1
qid:8129	US	0.3	0.6	0.1
qid:10463	US	0.8	0.1	0.1
qid:8446	US	0.2	0.6	0.2
qid:4907	US	0.9	0.05	0.05
qid:1769	US	0.1	0.2	0.7
qid:11587	US	0.9	0.05	0.05
qid:7907	US	0.2	0.1	0.7
qid:10471	US	0.8	0.1	0.1
qid:7026	US	0.1	0.2	0.7
qid:4128	US	0.2	0.3	0.5
qid:15803	US	0.4	0.3	0.3
qid:9751	US	0.3	0.4	0.3
qid:14251	US	0.6	0.3	0.1
qid:2560	US	0.2	0.4	0.4
qid:7601	US	0.1	0.8	0.1
qid:1782	US	0.3	0.2	0.5
qid:7138	US	0.7	0.1	0.2
qid:10530	US	0.8	0.1	0.1
qid:6455	US	0.7	0.2	0.1
qid:6191	US	0.2	0.6	0.2
qid:296	US	0.2	0.1	0.7
qid:10426	US	0.4	0.3	0.3
qid:4908	US	0.8	0.1	0.1
qid:690	US	0.9	0.05	0.05
qid:9000	US	0.3	0.1	0.6
qid:15776	US	0.8	0.1	0.1
qid:11582	US	0.2	0.1	0.7
qid:10019	US	0.5	0.3	0.2
qid:52	US	0.1	0.4	0.5
qid:15830	US	0.2	0.1	0.7
qid:11525	US	0.7	0.2	0.1
qid:10593	US	0.6	0.2	0.2
qid:6996	US	0.9	0.05	0.05
qid:4467	US	0.3	0.6	0.1
qid:15369	US	0.2	0.6	0.2
qid:2935	US	0.7	0.1	0.2
qid:2383	US	0.4	0.2	0.4
qid:4912	US	0.5	0.3	0.2
qid:4143	US	0.7	0.2	0.1
qid:6078	US	0.8	0.1	0.1
qid:11535	US	0.6	0.2	0.2
qid:10028	UK	0.7	0.1	0.2
qid:8537	US	0.3	0.6	0.1
qid:1474	US	0.6	0.1	0.3
qid:8091	US	0.9	0.1	0.0
qid:300	US	0.1	0.1	0.8
qid:2499	US	0.9	0.0	0.1
qid:4333	US	0.1	0.2	0.7
qid:11517	US	0.8	0.1	0.1
qid:7598	US	0.7	0.1	0.2
qid:7817	US	0.1	0.3	0.6
qid:1760	US	0.2	0.1	0.7
qid:7128	US	0.3	0.1	0.6
qid:8478	US	0.6	0.2	0.2
qid:10693	US	0.8	0.1	0.1
qid:4943	US	0.6	0.3	0.1
qid:7754	US	0.7	0.1	0.2
qid:11583	US	0.8	0.1	0.1
qid:6529	US	0.4	0.3	0.3
qid:10487	US	0.2	0.4	0.4
qid:15731	US	0.3	0.1	0.6
qid:2570	US	0.1	0.2	0.7
qid:4283	US	0.5	0.2	0.3
qid:31	US	0.2	0.1	0.7
qid:4356	US	0.7	0.1	0.2
qid:12319	US	0.8	0.1	0.1
qid:7837	US	0.5	0.1	0.4
qid:10012	US	0.6	0.2	0.2
qid:10654	US	0.2	0.5	0.3
qid:5319	US	0.9	0.0	0.1
qid:1475	ID	0.4	0.3	0.3
qid:2589	US	0.2	0.1	0.7
qid:7577	US	0.6	0.2	0.2
qid:1780	US	0.8	0.1	0.1
qid:11527	US	0.7	0.1	0.2
qid:242	JP	0.9	0.0	0.1
qid:4210	US	0.2	0.3	0.5
qid:3516	US	0.1	0.6	0.3
qid:7753	US	0.8	0.1	0.1
qid:6125	US	0.6	0.1	0.3
qid:7152	US	0.1	0.7	0.2
qid:2754	US	0.3	0.3	0.4
qid:14098	US	0.2	0.1	0.7
qid:8235	JP	0.7	0.2	0.1
qid:2472	US	0.6	0.2	0.2
qid:12735	US	0.4	0.2	0.4
qid:15428	US	0.3	0.2	0.5
qid:8977	US	0.1	0.8	0.1
qid:7914	US	0.8	0.1	0.1
qid:10040	US	0.6	0.2	0.2
qid:10952	US	0.8	0.1	0.1
qid:11576	US	0.7	0.2	0.1
qid:730	UK	0.9	0.1	0.0
qid:10475	US	0.6	0.2	0.2
qid:4886	US	0.7	0.1	0.2
qid:13717	US	0.2	0.6	0.2
qid:4155	US	0.8	0.1	0.1
qid:4353	UK	0.5	0.3	0.2
qid:2561	US	0.3	0.6	0.1
qid:8447	US	0.8	0.1	0.1
qid:10713	US	0.4	0.4	0.2
qid:2922	US	0.3	0.5	0.2
qid:13	US	0.4	0.3	0.3
qid:9958	US	0.7	0.2	0.1
qid:8560	US	0.8	0.1	0.1
qid:10424	US	0.5	0.2	0.3
qid:11526	US	0.3	0.4	0.3
qid:8284	US	0.4	0.3	0.3
qid:12815	US	0.3	0.2	0.5
qid:15754	US	0.6	0.1	0.3
qid:1477	US	0.7	0.1	0.2
qid:6944	US	0.3	0.5	0.2
qid:11584	CZ	0.2	0.7	0.1
qid:6173	IN	0.6	0.3	0.1
qid:1768	US	0.8	0.1	0.1
qid:7590	US	0.3	0.3	0.4
qid:3473	US	0.3	0.4	0.3
qid:4116	US	0.3	0.4	0.3
qid:4273	US	0.6	0.2	0.2
qid:2713	US	0.8	0.1	0.1
qid:5368	US	0.7	0.2	0.1
qid:6492	US	0.7	0.2	0.1
qid:7151	US	0.7	0.2	0.1
qid:7853	US	0.6	0.2	0.2
qid:3495	US	0.8	0.1	0.1
qid:12821	US	0.4	0.4	0.2
qid:9780	US	0.5	0.3	0.2
qid:8476	US	0.8	0.1	0.1
qid:4137	US	0.4	0.4	0.2
qid:7595	US	0.3	0.6	0.1
qid:2572	US	0.3	0.6	0.1
qid:11528	US	0.2	0.7	0.1
qid:10950	IN	0.6	0.3	0.1
qid:10620	US	0.3	0.6	0.1
qid:8125	US	0.4	0.3	0.3
qid:226	US	0.5	0.3	0.2
qid:4351	US	0.3	0.4	0.3
qid:5341	US	0.2	0.6	0.2
qid:12645	US	0.4	0.4	0.2
qid:8265	US	0.8	0.1	0.1
qid:4240	US	0.3	0.2	0.5
qid:30	US	0.9	0.1	0.0
qid:6431	UK	0.7	0.1	0.2
qid:12385	CA	0.9	0.1	0.0
qid:1473	UK	0.1	0.4	0.5
qid:12851	US	0.2	0.1	0.7
qid:15384	US	0.5	0.1	0.4
qid:9522	US	0.4	0.3	0.3
qid:2703	US	0.6	0.3	0.1
qid:2525	US	0.2	0.5	0.3
qid:11521	US	0.8	0.1	0.1
qid:10951	US	0.3	0.6	0.1
qid:742	US	0.6	0.4	0.0
qid:8111	UK	0.2	0.7	0.1
qid:5305	US	0.9	0.1	0.0
qid:4084	US	0.4	0.1	0.5
qid:14106	US	0.4	0.2	0.4
qid:8232	US	0.3	0.4	0.3
qid:4362	US	0.7	0.1	0.2
qid:8496	US	0.9	0.0	0.1
qid:13617	US	0.1	0.2	0.7
qid:15695	US	0.6	0.3	0.1
qid:7195	US	0.3	0.4	0.3
qid:8979	US	0.8	0.1	0.1
qid:211	US	0.1	0.3	0.6
qid:2795	US	0.8	0.1	0.1
qid:2469	US	0.4	0.1	0.5
qid:4900	US	0.7	0.1	0.2
qid:12303	US	0.6	0.1	0.3
qid:12830	US	0.4	0.3	0.3
qid:4244	US	0.3	0.2	0.5
qid:9533	US	0.7	0.2	0.1
qid:10954	US	0.7	0.1	0.2
qid:11515	US	0.9	0.0	0.1
qid:6571	US	0.2	0.1	0.7
qid:4177	US	0.8	0.2	0.0
qid:63	IN	0.9	0.1	0.0
qid:9743	US	0.1	0.0	0.9
qid:10585	US	0.8	0.1	0.1
qid:2529	US	0.7	0.2	0.1
qid:15824	US	0.8	0.1	0.1
qid:4079	IN	0.0	0.0	1.0
qid:2800	US	0.5	0.4	0.1
qid:7169	US	0.6	0.3	0.1
qid:1480	US	0.7	0.1	0.2
qid:4125	US	0.8	0.1	0.1
qid:7862	US	0.2	0.3	0.5
qid:10419	US	0.1	0.2	0.7
qid:4133	US	0.2	0.4	0.4
qid:2564	US	0.8	0.1	0.1
qid:12608	UNKNOWN	0.2	0.5	0.3
qid:8295	UNKNOWN	0.3	0.7	0.0
qid:4272	UNKNOWN	0.4	0.2	0.4
qid:10688	UNKNOWN	0.1	0.7	0.2
qid:9970	UNKNOWN	0.4	0.4	0.2
qid:4182	UNKNOWN	0.8	0.1	0.1
qid:10436	UNKNOWN	0.7	0.2	0.1
qid:11513	UNKNOWN	0.5	0.4	0.1
